source	target	polarity
pubchem.compound:11524144	ncbigene:1453	-1
pubchem.compound:11524144	ncbigene:1859	-1
pubchem.compound:11524144	ncbigene:2041	-1
pubchem.compound:11524144	ncbigene:2047	-1
pubchem.compound:11524144	ncbigene:2322	-1
pubchem.compound:11524144	ncbigene:2324	-1
pubchem.compound:11524144	ncbigene:23411	-1
pubchem.compound:11524144	ncbigene:25	-1
pubchem.compound:11524144	ncbigene:252995	-1
pubchem.compound:11524144	ncbigene:2534	-1
pubchem.compound:11524144	ncbigene:257	-1
pubchem.compound:11524144	ncbigene:27	-1
pubchem.compound:11524144	ncbigene:3383	-1
pubchem.compound:11524144	ncbigene:3397	-1
pubchem.compound:11524144	ncbigene:3398	-1
pubchem.compound:11524144	ncbigene:3553	-1
pubchem.compound:11524144	ncbigene:3654	-1
pubchem.compound:11524144	ncbigene:3767	-1
pubchem.compound:11524144	ncbigene:3791	-1
pubchem.compound:11524144	ncbigene:3815	-1
pubchem.compound:11524144	ncbigene:4318	-1
pubchem.compound:11524144	ncbigene:471	-1
pubchem.compound:11524144	ncbigene:472	-1
pubchem.compound:11524144	ncbigene:4915	-1
pubchem.compound:11524144	ncbigene:4916	-1
pubchem.compound:11524144	ncbigene:5156	-1
pubchem.compound:11524144	ncbigene:5159	-1
pubchem.compound:11524144	ncbigene:51776	-1
pubchem.compound:11524144	ncbigene:5261	-1
pubchem.compound:11524144	ncbigene:57396	-1
pubchem.compound:11524144	ncbigene:5871	-1
pubchem.compound:11524144	ncbigene:650	-1
pubchem.compound:11524144	ncbigene:7048	-1
pubchem.compound:11524144	ncbigene:8767	-1
pubchem.compound:11524144	ncbigene:90	-1
pubchem.compound:11524144	ncbigene:94	-1
pubchem.compound:11524144	ncbigene:9833	-1
pubchem.compound:11524144	ncbigene:9882	-1
pubchem.compound:11524144	ncbigene:9891	-1
pubchem.compound:11595431	ncbigene:2641	1
pubchem.compound:11595431	ncbigene:5321	1
pubchem.compound:11625818	ncbigene:1901	1
pubchem.compound:11625818	ncbigene:7124	1
pubchem.compound:11625818	ncbigene:4170	-1
pubchem.compound:11625818	ncbigene:5294	-1
pubchem.compound:11625818	ncbigene:959	-1
pubchem.compound:11626560	ncbigene:238	-1
pubchem.compound:11626560	ncbigene:4233	-1
pubchem.compound:11626560	ncbigene:4869	-1
pubchem.compound:11640390	ncbigene:3480	-1
pubchem.compound:11640390	ncbigene:9429	-1
pubchem.compound:11644425	ncbigene:4170	-1
pubchem.compound:11644425	ncbigene:595	-1
pubchem.compound:11647372	ncbigene:1978	-1
pubchem.compound:11647372	ncbigene:2475	-1
pubchem.compound:11647372	ncbigene:5294	-1
pubchem.compound:11667893	ncbigene:11201	-1
pubchem.compound:11667893	ncbigene:2321	-1
pubchem.compound:11667893	ncbigene:3791	-1
pubchem.compound:11667893	ncbigene:3815	-1
pubchem.compound:11683	ncbigene:5617	-1
pubchem.compound:11683005	ncbigene:836	1
pubchem.compound:11689583	ncbigene:6506	-1
pubchem.compound:11707110	ncbigene:5604	-1
pubchem.compound:11707110	ncbigene:5605	-1
pubchem.compound:11707110	ncbigene:9451	-1
pubchem.compound:11712649	ncbigene:6790	-1
pubchem.compound:11749858	ncbigene:3020	1
pubchem.compound:11749858	ncbigene:3021	1
pubchem.compound:11749858	ncbigene:2146	-1
pubchem.compound:119376	ncbigene:3360	-1
pubchem.compound:119376	ncbigene:3361	-1
pubchem.compound:11960529	ncbigene:472	1
pubchem.compound:11960529	ncbigene:142	-1
pubchem.compound:11960529	ncbigene:7515	-1
pubchem.compound:119607	ncbigene:5743	-1
pubchem.compound:11977753	ncbigene:10018	1
pubchem.compound:11977753	ncbigene:836	1
pubchem.compound:11977753	ncbigene:1019	-1
pubchem.compound:11977753	ncbigene:2475	-1
pubchem.compound:11977753	ncbigene:2932	-1
pubchem.compound:11977753	ncbigene:4170	-1
pubchem.compound:11977753	ncbigene:4288	-1
pubchem.compound:11977753	ncbigene:5294	-1
pubchem.compound:11977753	ncbigene:6319	-1
pubchem.compound:11977753	ncbigene:7450	-1
pubchem.compound:12035	ncbigene:116443	1
pubchem.compound:12035	ncbigene:2056	1
pubchem.compound:12035	ncbigene:23657	1
pubchem.compound:12035	ncbigene:2902	1
pubchem.compound:12035	ncbigene:2906	1
pubchem.compound:12035	ncbigene:3309	1
pubchem.compound:12035	ncbigene:3458	1
pubchem.compound:12035	ncbigene:4363	1
pubchem.compound:12035	ncbigene:4502	1
pubchem.compound:12035	ncbigene:4846	1
pubchem.compound:12035	ncbigene:5594	1
pubchem.compound:12035	ncbigene:5595	1
pubchem.compound:12035	ncbigene:10105	-1
pubchem.compound:12035	ncbigene:1147	-1
pubchem.compound:12035	ncbigene:1509	-1
pubchem.compound:12035	ncbigene:1535	-1
pubchem.compound:12035	ncbigene:1636	-1
pubchem.compound:12035	ncbigene:2263	-1
pubchem.compound:12035	ncbigene:2915	-1
pubchem.compound:12035	ncbigene:3162	-1
pubchem.compound:12035	ncbigene:3308	-1
pubchem.compound:12035	ncbigene:3551	-1
pubchem.compound:12035	ncbigene:3576	-1
pubchem.compound:12035	ncbigene:3684	-1
pubchem.compound:12035	ncbigene:4240	-1
pubchem.compound:12035	ncbigene:5970	-1
pubchem.compound:12035	ncbigene:6282	-1
pubchem.compound:12035	ncbigene:6610	-1
pubchem.compound:12035	ncbigene:920	-1
pubchem.compound:1204	ncbigene:2353	1
pubchem.compound:122070	ncbigene:6915	-1
pubchem.compound:122070	ncbigene:23621	-1
pubchem.compound:122162	ncbigene:4543	-1
pubchem.compound:122162	ncbigene:4544	-1
pubchem.compound:122272	ncbigene:1909	-1
pubchem.compound:122327	ncbigene:1066	-1
pubchem.compound:123631	ncbigene:1030	1
pubchem.compound:123631	ncbigene:10857	1
pubchem.compound:123631	ncbigene:11266	1
pubchem.compound:123631	ncbigene:1843	1
pubchem.compound:123631	ncbigene:1956	1
pubchem.compound:123631	ncbigene:2064	1
pubchem.compound:123631	ncbigene:2065	1
pubchem.compound:123631	ncbigene:2263	1
pubchem.compound:123631	ncbigene:4436	1
pubchem.compound:123631	ncbigene:6774	1
pubchem.compound:123631	ncbigene:8061	1
pubchem.compound:123631	ncbigene:836	1
pubchem.compound:123631	ncbigene:9360	1
pubchem.compound:123631	ncbigene:9429	1
pubchem.compound:123631	ncbigene:9451	1
pubchem.compound:123631	ncbigene:182	-1
pubchem.compound:123631	ncbigene:1950	-1
pubchem.compound:123631	ncbigene:1956	-1
pubchem.compound:123631	ncbigene:2064	-1
pubchem.compound:123631	ncbigene:2066	-1
pubchem.compound:123631	ncbigene:2305	-1
pubchem.compound:123631	ncbigene:285220	-1
pubchem.compound:123631	ncbigene:3308	-1
pubchem.compound:123631	ncbigene:3717	-1
pubchem.compound:123631	ncbigene:3725	-1
pubchem.compound:123631	ncbigene:4318	-1
pubchem.compound:123631	ncbigene:4680	-1
pubchem.compound:123631	ncbigene:4973	-1
pubchem.compound:123631	ncbigene:54600	-1
pubchem.compound:123631	ncbigene:5743	-1
pubchem.compound:123631	ncbigene:5781	-1
pubchem.compound:123631	ncbigene:595	-1
pubchem.compound:123631	ncbigene:6790	-1
pubchem.compound:123631	ncbigene:800	-1
pubchem.compound:123631	ncbigene:8434	-1
pubchem.compound:123631	ncbigene:9021	-1
pubchem.compound:123631	ncbigene:9429	-1
pubchem.compound:123692	ncbigene:7051	-1
pubchem.compound:123823	ncbigene:1374	-1
pubchem.compound:123823	ncbigene:6517	-1
pubchem.compound:123823	ncbigene:8399	-1
pubchem.compound:124007	ncbigene:3350	1
pubchem.compound:124007	ncbigene:3351	1
pubchem.compound:124007	ncbigene:9407	-1
pubchem.compound:124087	ncbigene:3269	-1
pubchem.compound:124087	ncbigene:3269	-1
pubchem.compound:124087	ncbigene:6774	-1
pubchem.compound:12560	ncbigene:4295	1
pubchem.compound:12560	ncbigene:50943	1
pubchem.compound:12560	ncbigene:1577	-1
pubchem.compound:12560	ncbigene:3605	-1
pubchem.compound:12560	ncbigene:3741	-1
pubchem.compound:12560	ncbigene:3757	-1
pubchem.compound:12560	ncbigene:90226	-1
pubchem.compound:126565	ncbigene:3717	-1
pubchem.compound:126565	ncbigene:4914	-1
pubchem.compound:126565	ncbigene:5585	-1
pubchem.compound:126565	ncbigene:8813	-1
pubchem.compound:126769	ncbigene:3357	-1
pubchem.compound:126941	ncbigene:1803	1
pubchem.compound:126941	ncbigene:3565	1
pubchem.compound:126941	ncbigene:3586	1
pubchem.compound:126941	ncbigene:4286	1
pubchem.compound:126941	ncbigene:471	1
pubchem.compound:126941	ncbigene:1719	-1
pubchem.compound:126941	ncbigene:23463	-1
pubchem.compound:126941	ncbigene:4194	-1
pubchem.compound:126941	ncbigene:5471	-1
pubchem.compound:126941	ncbigene:5981	-1
pubchem.compound:126941	ncbigene:64146	-1
pubchem.compound:126941	ncbigene:6868	-1
pubchem.compound:126941	ncbigene:7298	-1
pubchem.compound:127861	ncbigene:5739	1
pubchem.compound:13109	ncbigene:367	1
pubchem.compound:13109	ncbigene:5241	1
pubchem.compound:13109	ncbigene:148	1
pubchem.compound:13109	ncbigene:1244	-1
pubchem.compound:13109	ncbigene:6715	-1
pubchem.compound:132519	ncbigene:1839	-1
pubchem.compound:132519	ncbigene:1969	-1
pubchem.compound:132519	ncbigene:2048	-1
pubchem.compound:132519	ncbigene:3371	-1
pubchem.compound:132519	ncbigene:3984	-1
pubchem.compound:132519	ncbigene:4314	-1
pubchem.compound:132519	ncbigene:4318	-1
pubchem.compound:132519	ncbigene:5328	-1
pubchem.compound:132846	ncbigene:6869	-1
pubchem.compound:132971	ncbigene:367	1
pubchem.compound:132971	ncbigene:1586	-1
pubchem.compound:132971	ncbigene:367	-1
pubchem.compound:133633	ncbigene:1813	-1
pubchem.compound:133633	ncbigene:3357	-1
pubchem.compound:133633	ncbigene:9456	-1
pubchem.compound:134044	ncbigene:153	-1
pubchem.compound:134044	ncbigene:154	-1
pubchem.compound:134044	ncbigene:155	-1
pubchem.compound:134117	ncbigene:3350	1
pubchem.compound:1345	ncbigene:1647	1
pubchem.compound:1345	ncbigene:9611	1
pubchem.compound:1345	ncbigene:5105	-1
pubchem.compound:135411	ncbigene:1647	1
pubchem.compound:135411	ncbigene:2353	1
pubchem.compound:135411	ncbigene:387332	1
pubchem.compound:135411	ncbigene:581	1
pubchem.compound:135411	ncbigene:7157	1
pubchem.compound:135411	ncbigene:836	1
pubchem.compound:135411	ncbigene:8797	1
pubchem.compound:137	ncbigene:210	1
pubchem.compound:137	ncbigene:3162	1
pubchem.compound:137	ncbigene:64710	1
pubchem.compound:137	ncbigene:210	-1
pubchem.compound:1401	ncbigene:7276	1
pubchem.compound:1401	ncbigene:2247	-1
pubchem.compound:1401	ncbigene:2260	-1
pubchem.compound:1401	ncbigene:2626	-1
pubchem.compound:1401	ncbigene:360	-1
pubchem.compound:1401	ncbigene:474	-1
pubchem.compound:145068	ncbigene:1448	1
pubchem.compound:145068	ncbigene:1956	1
pubchem.compound:145068	ncbigene:213	1
pubchem.compound:145068	ncbigene:2155	1
pubchem.compound:145068	ncbigene:2290	1
pubchem.compound:145068	ncbigene:2308	1
pubchem.compound:145068	ncbigene:231	1
pubchem.compound:145068	ncbigene:2353	1
pubchem.compound:145068	ncbigene:2982	1
pubchem.compound:145068	ncbigene:2983	1
pubchem.compound:145068	ncbigene:2984	1
pubchem.compound:145068	ncbigene:2986	1
pubchem.compound:145068	ncbigene:3000	1
pubchem.compound:145068	ncbigene:3162	1
pubchem.compound:145068	ncbigene:3553	1
pubchem.compound:145068	ncbigene:3576	1
pubchem.compound:145068	ncbigene:4312	1
pubchem.compound:145068	ncbigene:4313	1
pubchem.compound:145068	ncbigene:4322	1
pubchem.compound:145068	ncbigene:472	1
pubchem.compound:145068	ncbigene:4780	1
pubchem.compound:145068	ncbigene:4843	1
pubchem.compound:145068	ncbigene:4846	1
pubchem.compound:145068	ncbigene:4881	1
pubchem.compound:145068	ncbigene:4882	1
pubchem.compound:145068	ncbigene:5268	1
pubchem.compound:145068	ncbigene:5743	1
pubchem.compound:145068	ncbigene:6403	1
pubchem.compound:145068	ncbigene:6517	1
pubchem.compound:145068	ncbigene:7076	1
pubchem.compound:145068	ncbigene:7124	1
pubchem.compound:145068	ncbigene:7157	1
pubchem.compound:145068	ncbigene:7432	1
pubchem.compound:145068	ncbigene:836	1
pubchem.compound:145068	ncbigene:8651	1
pubchem.compound:145068	ncbigene:89822	1
pubchem.compound:145068	ncbigene:973	1
pubchem.compound:145068	ncbigene:1392	-1
pubchem.compound:145068	ncbigene:1401	-1
pubchem.compound:145068	ncbigene:1490	-1
pubchem.compound:145068	ncbigene:1756	-1
pubchem.compound:145068	ncbigene:1906	-1
pubchem.compound:145068	ncbigene:1958	-1
pubchem.compound:145068	ncbigene:2152	-1
pubchem.compound:145068	ncbigene:2752	-1
pubchem.compound:145068	ncbigene:3122	-1
pubchem.compound:145068	ncbigene:3383	-1
pubchem.compound:145068	ncbigene:3553	-1
pubchem.compound:145068	ncbigene:3576	-1
pubchem.compound:145068	ncbigene:359	-1
pubchem.compound:145068	ncbigene:3592	-1
pubchem.compound:145068	ncbigene:3593	-1
pubchem.compound:145068	ncbigene:3627	-1
pubchem.compound:145068	ncbigene:3667	-1
pubchem.compound:145068	ncbigene:3752	-1
pubchem.compound:145068	ncbigene:3827	-1
pubchem.compound:145068	ncbigene:4313	-1
pubchem.compound:145068	ncbigene:4953	-1
pubchem.compound:145068	ncbigene:4968	-1
pubchem.compound:145068	ncbigene:6403	-1
pubchem.compound:145068	ncbigene:857	-1
pubchem.compound:145068	ncbigene:859	-1
pubchem.compound:145068	ncbigene:9360	-1
pubchem.compound:145068	ncbigene:9407	-1
pubchem.compound:1456	ncbigene:4846	1
pubchem.compound:1456	ncbigene:836	1
pubchem.compound:1456	ncbigene:5937	-1
pubchem.compound:1456	ncbigene:7432	-1
pubchem.compound:1464	ncbigene:64321	-1
pubchem.compound:146570	ncbigene:627	1
pubchem.compound:146570	ncbigene:1128	-1
pubchem.compound:146570	ncbigene:148	-1
pubchem.compound:146570	ncbigene:1557	-1
pubchem.compound:146570	ncbigene:1565	-1
pubchem.compound:146570	ncbigene:3269	-1
pubchem.compound:146570	ncbigene:3605	-1
pubchem.compound:146570	ncbigene:6530	-1
pubchem.compound:146570	ncbigene:6531	-1
pubchem.compound:146570	ncbigene:6532	-1
pubchem.compound:14814	ncbigene:1490	1
pubchem.compound:14814	ncbigene:3576	1
pubchem.compound:14814	ncbigene:4283	1
pubchem.compound:14814	ncbigene:6772	1
pubchem.compound:148177	ncbigene:8795	1
pubchem.compound:148177	ncbigene:8797	1
pubchem.compound:148177	ncbigene:2475	-1
pubchem.compound:148177	ncbigene:627	-1
pubchem.compound:148177	ncbigene:92140	-1
pubchem.compound:148198	ncbigene:7157	1
pubchem.compound:148198	ncbigene:1666	-1
pubchem.compound:149096	ncbigene:3553	1
pubchem.compound:149096	ncbigene:3558	1
pubchem.compound:149096	ncbigene:7153	-1
pubchem.compound:151170	ncbigene:3576	-1
pubchem.compound:151170	ncbigene:7099	-1
pubchem.compound:15209	ncbigene:2908	1
pubchem.compound:1547484	ncbigene:1813	-1
pubchem.compound:1547484	ncbigene:3269	-1
pubchem.compound:1547484	ncbigene:59340	-1
pubchem.compound:1547484	ncbigene:3269	-1
pubchem.compound:1548943	ncbigene:100506658	1
pubchem.compound:1548943	ncbigene:10495	1
pubchem.compound:1548943	ncbigene:1874	1
pubchem.compound:1548943	ncbigene:2353	1
pubchem.compound:1548943	ncbigene:2520	1
pubchem.compound:1548943	ncbigene:2641	1
pubchem.compound:1548943	ncbigene:3162	1
pubchem.compound:1548943	ncbigene:3558	1
pubchem.compound:1548943	ncbigene:467	1
pubchem.compound:1548943	ncbigene:472	1
pubchem.compound:1548943	ncbigene:50508	1
pubchem.compound:1548943	ncbigene:51083	1
pubchem.compound:1548943	ncbigene:5315	1
pubchem.compound:1548943	ncbigene:5594	1
pubchem.compound:1548943	ncbigene:5595	1
pubchem.compound:1548943	ncbigene:5743	1
pubchem.compound:1548943	ncbigene:623	1
pubchem.compound:1548943	ncbigene:6558	1
pubchem.compound:1548943	ncbigene:6772	1
pubchem.compound:1548943	ncbigene:6863	1
pubchem.compound:1548943	ncbigene:6869	1
pubchem.compound:1548943	ncbigene:7132	1
pubchem.compound:1548943	ncbigene:7157	1
pubchem.compound:1548943	ncbigene:7350	1
pubchem.compound:1548943	ncbigene:7474	1
pubchem.compound:1548943	ncbigene:836	1
pubchem.compound:1548943	ncbigene:837	1
pubchem.compound:1548943	ncbigene:9407	1
pubchem.compound:1548943	ncbigene:9518	1
pubchem.compound:1548943	ncbigene:2194	-1
pubchem.compound:1548943	ncbigene:23411	-1
pubchem.compound:1548943	ncbigene:3484	-1
pubchem.compound:1548943	ncbigene:3576	-1
pubchem.compound:1548943	ncbigene:4318	-1
pubchem.compound:1548943	ncbigene:5594	-1
pubchem.compound:1548943	ncbigene:5595	-1
pubchem.compound:1548943	ncbigene:6531	-1
pubchem.compound:1548943	ncbigene:6622	-1
pubchem.compound:1548943	ncbigene:6869	-1
pubchem.compound:1548943	ncbigene:7157	-1
pubchem.compound:1550607	ncbigene:5468	1
pubchem.compound:1550607	ncbigene:4317	-1
pubchem.compound:1550607	ncbigene:595	-1
pubchem.compound:15547703	ncbigene:9520	-1
pubchem.compound:15625	ncbigene:1543	1
pubchem.compound:15625	ncbigene:1544	1
pubchem.compound:15625	ncbigene:1555	1
pubchem.compound:15625	ncbigene:1666	1
pubchem.compound:15625	ncbigene:1728	1
pubchem.compound:15625	ncbigene:196	1
pubchem.compound:15625	ncbigene:2353	1
pubchem.compound:15625	ncbigene:3925	1
pubchem.compound:15625	ncbigene:4318	1
pubchem.compound:15625	ncbigene:54205	1
pubchem.compound:15625	ncbigene:54658	1
pubchem.compound:15625	ncbigene:5594	1
pubchem.compound:15625	ncbigene:5743	1
pubchem.compound:15625	ncbigene:672	1
pubchem.compound:15625	ncbigene:7852	-1
pubchem.compound:156314	ncbigene:3351	1
pubchem.compound:156314	ncbigene:3355	1
pubchem.compound:156314	ncbigene:3363	1
pubchem.compound:156418	ncbigene:5741	1
pubchem.compound:156418	ncbigene:846	1
pubchem.compound:156418	ncbigene:846	1
pubchem.compound:156418	ncbigene:5741	-1
pubchem.compound:156418	ncbigene:5972	-1
pubchem.compound:156418	ncbigene:8074	-1
