source	target	relation
ncbigene:3065	ncbigene:124454	1
ncbigene:3065	ncbigene:1812	1
ncbigene:3065	ncbigene:776	1
ncbigene:3065	ncbigene:201595	1
ncbigene:3065	ncbigene:27101	-1
ncbigene:2562	ncbigene:8503	1
ncbigene:8503	ncbigene:126370	1
ncbigene:8503	ncbigene:94235	1
ncbigene:8503	ncbigene:123099	-1
ncbigene:8503	ncbigene:26497	-1
ncbigene:8503	ncbigene:286365	1
ncbigene:8503	ncbigene:8697	-1
ncbigene:8503	ncbigene:595	1
ncbigene:8503	ncbigene:9	1
ncbigene:8503	ncbigene:23236	1
ncbigene:8503	ncbigene:4915	1
ncbigene:8503	ncbigene:5565	1
ncbigene:8503	ncbigene:1937	-1
ncbigene:8503	ncbigene:2253	-1
ncbigene:8503	ncbigene:1437	1
ncbigene:8503	ncbigene:6911	1
ncbigene:8503	ncbigene:5471	1
ncbigene:8503	ncbigene:56606	1
ncbigene:8503	ncbigene:2492	1
ncbigene:8503	ncbigene:1509	1
ncbigene:8503	ncbigene:135924	1
ncbigene:8503	ncbigene:1513	1
ncbigene:8503	ncbigene:8702	1
ncbigene:8503	ncbigene:1234	-1
ncbigene:8503	ncbigene:133121	-1
ncbigene:8503	ncbigene:4707	1
ncbigene:8503	ncbigene:5365	1
ncbigene:8503	ncbigene:254879	1
ncbigene:8503	ncbigene:4217	1
ncbigene:8503	ncbigene:6176	1
ncbigene:8503	ncbigene:10231	1
ncbigene:8503	ncbigene:4928	1
ncbigene:8503	ncbigene:387	1
ncbigene:8503	ncbigene:3358	-1
ncbigene:8503	ncbigene:776	-1
ncbigene:8503	ncbigene:9636	1
ncbigene:8503	ncbigene:2737	1
ncbigene:8503	ncbigene:3558	1
ncbigene:8503	ncbigene:26682	1
ncbigene:8503	ncbigene:23446	-1
ncbigene:2563	ncbigene:10369	-1
ncbigene:10369	ncbigene:3682	1
ncbigene:6326	ncbigene:107	1
ncbigene:107	ncbigene:3587	-1
ncbigene:107	ncbigene:54583	1
ncbigene:107	ncbigene:4049	1
ncbigene:107	ncbigene:146	1
ncbigene:10399	ncbigene:6132	1
ncbigene:147	ncbigene:8698	1
ncbigene:147	ncbigene:140465	1
ncbigene:147	ncbigene:10681	-1
ncbigene:147	ncbigene:5595	1
ncbigene:147	ncbigene:51096	1
ncbigene:147	ncbigene:2774	1
ncbigene:8698	ncbigene:5296	1
ncbigene:8698	ncbigene:157506	1
ncbigene:8698	ncbigene:3572	1
ncbigene:8698	ncbigene:51764	1
ncbigene:8698	ncbigene:2768	1
ncbigene:10681	ncbigene:30834	1
ncbigene:10681	ncbigene:8913	1
ncbigene:10681	ncbigene:5298	-1
ncbigene:10681	ncbigene:7748	1
ncbigene:10681	ncbigene:390199	1
ncbigene:10681	ncbigene:8600	1
ncbigene:10681	ncbigene:2767	1
ncbigene:10681	ncbigene:2252	-1
ncbigene:10681	ncbigene:116379	1
ncbigene:10681	ncbigene:1959	1
ncbigene:10681	ncbigene:3627	1
ncbigene:10681	ncbigene:1019	1
ncbigene:10681	ncbigene:108	-1
ncbigene:10681	ncbigene:5296	1
ncbigene:10681	ncbigene:9133	-1
ncbigene:10681	ncbigene:9181	1
ncbigene:10681	ncbigene:4040	-1
ncbigene:10681	ncbigene:664	1
ncbigene:10681	ncbigene:100132074	1
ncbigene:10681	ncbigene:58985	1
ncbigene:10681	ncbigene:84002	1
ncbigene:10681	ncbigene:6647	1
ncbigene:10681	ncbigene:317	1
ncbigene:10681	ncbigene:338442	1
ncbigene:10681	ncbigene:2322	-1
ncbigene:10681	ncbigene:3840	1
ncbigene:10681	ncbigene:390439	1
ncbigene:10681	ncbigene:1081	-1
ncbigene:10681	ncbigene:28227	1
ncbigene:10681	ncbigene:390445	-1
ncbigene:10681	ncbigene:2212	1
ncbigene:10681	ncbigene:5599	1
ncbigene:10681	ncbigene:200186	-1
ncbigene:10681	ncbigene:3082	1
ncbigene:10681	ncbigene:2788	1
ncbigene:10681	ncbigene:84844	-1
ncbigene:10681	ncbigene:1072	1
ncbigene:10681	ncbigene:11200	1
ncbigene:10681	ncbigene:6300	1
ncbigene:10681	ncbigene:5921	1
ncbigene:10681	ncbigene:9040	-1
ncbigene:10681	ncbigene:196	1
ncbigene:10681	ncbigene:3575	1
ncbigene:10681	ncbigene:658	1
ncbigene:10681	ncbigene:5584	1
ncbigene:10681	ncbigene:7113	1
ncbigene:10681	ncbigene:5898	1
ncbigene:10681	ncbigene:6654	1
ncbigene:10681	ncbigene:2041	1
ncbigene:10681	ncbigene:4913	1
ncbigene:10681	ncbigene:4914	-1
ncbigene:10681	ncbigene:4804	1
ncbigene:10681	ncbigene:2774	1
ncbigene:10681	ncbigene:5601	-1
ncbigene:10681	ncbigene:390162	1
ncbigene:10681	ncbigene:391	1
ncbigene:10681	ncbigene:8651	-1
ncbigene:10681	ncbigene:8085	1
ncbigene:10681	ncbigene:2495	1
ncbigene:10681	ncbigene:22827	1
ncbigene:10681	ncbigene:28956	-1
ncbigene:10681	mondo:0011122	1
ncbigene:10681	ncbigene:2786	1
ncbigene:10681	ncbigene:140775	-1
ncbigene:10681	ncbigene:8324	1
ncbigene:10681	ncbigene:5332	1
ncbigene:10681	ncbigene:3717	1
ncbigene:10681	ncbigene:109	1
ncbigene:10681	ncbigene:6237	1
ncbigene:5595	ncbigene:1144	1
ncbigene:5595	ncbigene:6722	1
ncbigene:5595	ncbigene:3815	1
ncbigene:5595	ncbigene:3598	1
ncbigene:5595	ncbigene:5602	1
ncbigene:5595	ncbigene:5296	1
ncbigene:5595	ncbigene:1051	1
ncbigene:5595	ncbigene:2829	1
ncbigene:5595	ncbigene:26084	1
ncbigene:5595	ncbigene:5308	1
ncbigene:5595	ncbigene:5837	1
ncbigene:5595	ncbigene:54487	1
ncbigene:5595	ncbigene:2316	1
ncbigene:5595	ncbigene:55294	1
ncbigene:5595	ncbigene:3592	1
ncbigene:5595	ncbigene:55226	1
ncbigene:5595	ncbigene:6785	1
ncbigene:5595	ncbigene:11260	1
ncbigene:5595	ncbigene:5331	1
ncbigene:5595	ncbigene:11337	1
ncbigene:5595	ncbigene:54910	1
ncbigene:5595	ncbigene:655	1
ncbigene:5595	ncbigene:5578	1
ncbigene:5595	ncbigene:5427	1
ncbigene:5595	ncbigene:10130	1
ncbigene:5595	ncbigene:3398	1
ncbigene:5595	ncbigene:5582	1
ncbigene:5595	ncbigene:3581	1
ncbigene:5595	ncbigene:2067	-1
ncbigene:5595	ncbigene:154	1
ncbigene:5595	ncbigene:9111	1
ncbigene:5595	ncbigene:64969	1
ncbigene:5595	ncbigene:1147	-1
ncbigene:5595	ncbigene:390265	1
ncbigene:5595	ncbigene:403282	1
ncbigene:5595	ncbigene:810	1
ncbigene:5595	ncbigene:26532	-1
ncbigene:5595	ncbigene:836	1
ncbigene:5595	ncbigene:79290	1
ncbigene:5595	ncbigene:157769	1
ncbigene:5595	ncbigene:2550	1
ncbigene:5595	ncbigene:5077	1
ncbigene:5595	ncbigene:389	1
ncbigene:5595	ncbigene:3718	1
ncbigene:5595	ncbigene:5604	1
ncbigene:5595	ncbigene:8874	1
ncbigene:5595	ncbigene:5156	1
ncbigene:5595	ncbigene:6608	1
ncbigene:5595	ncbigene:5295	1
ncbigene:5595	ncbigene:163702	1
ncbigene:5595	ncbigene:7357	1
ncbigene:5595	ncbigene:2788	1
ncbigene:5595	ncbigene:860	1
ncbigene:5595	ncbigene:6198	-1
ncbigene:5595	ncbigene:50848	1
ncbigene:5595	ncbigene:58517	1
ncbigene:5595	ncbigene:5608	1
ncbigene:5595	ncbigene:118788	1
ncbigene:5595	ncbigene:3170	1
ncbigene:5595	ncbigene:55660	1
ncbigene:5595	ncbigene:7852	1
ncbigene:5595	ncbigene:11000	1
ncbigene:5595	ncbigene:1263	1
ncbigene:5595	ncbigene:2769	1
ncbigene:5595	ncbigene:7531	1
ncbigene:5595	ncbigene:8516	1
ncbigene:5595	ncbigene:4853	-1
ncbigene:5595	ncbigene:5906	1
ncbigene:5595	ncbigene:343406	1
ncbigene:5595	ncbigene:441308	-1
ncbigene:5595	ncbigene:390037	-1
ncbigene:5595	ncbigene:3812	1
ncbigene:5595	ncbigene:4846	1
ncbigene:5595	ncbigene:4634	-1
ncbigene:5595	ncbigene:9630	1
ncbigene:5595	ncbigene:1441	1
ncbigene:5595	ncbigene:3916	1
ncbigene:5595	ncbigene:1719	-1
ncbigene:5595	ncbigene:4914	1
ncbigene:5595	ncbigene:2782	1
ncbigene:5595	ncbigene:54	-1
ncbigene:5595	ncbigene:6324	1
ncbigene:5595	ncbigene:7423	1
ncbigene:5595	ncbigene:778	1
ncbigene:5595	ncbigene:6456	1
ncbigene:5595	ncbigene:7494	1
ncbigene:5595	ncbigene:79611	1
ncbigene:5595	ncbigene:116379	1
ncbigene:5595	ncbigene:254786	1
ncbigene:5595	ncbigene:5818	1
ncbigene:5595	ncbigene:5908	1
ncbigene:5595	ncbigene:7128	1
ncbigene:5595	ncbigene:6143	1
ncbigene:5595	ncbigene:240	1
ncbigene:5595	ncbigene:5053	1
ncbigene:5595	ncbigene:8036	1
ncbigene:5595	ncbigene:3561	1
ncbigene:5595	ncbigene:114548	1
ncbigene:5595	ncbigene:875	1
ncbigene:5595	ncbigene:53832	1
ncbigene:5595	ncbigene:3576	1
ncbigene:5595	ncbigene:6400	1
ncbigene:5595	ncbigene:128372	1
ncbigene:5595	ncbigene:6300	1
ncbigene:5595	ncbigene:1437	1
ncbigene:5595	ncbigene:1163	1
ncbigene:5595	ncbigene:84803	1
ncbigene:5595	ncbigene:1975	1
ncbigene:5595	ncbigene:56288	1
ncbigene:5595	ncbigene:374	1
ncbigene:5595	ncbigene:6506	1
ncbigene:5595	ncbigene:3269	1
ncbigene:5595	ncbigene:23533	1
ncbigene:5595	ncbigene:10419	1
ncbigene:5595	ncbigene:51735	1
ncbigene:5595	ncbigene:7422	-1
ncbigene:5595	ncbigene:2938	1
ncbigene:5595	ncbigene:7189	1
ncbigene:5595	ncbigene:3654	1
ncbigene:5595	ncbigene:1457	1
ncbigene:5595	ncbigene:9963	1
ncbigene:5595	ncbigene:9475	1
ncbigene:5595	ncbigene:79054	1
ncbigene:5595	ncbigene:2770	-1
ncbigene:5595	ncbigene:3572	1
ncbigene:5595	ncbigene:5649	-1
ncbigene:5595	ncbigene:7855	1
ncbigene:5595	ncbigene:7786	1
ncbigene:5595	ncbigene:3696	-1
ncbigene:5595	ncbigene:2242	1
ncbigene:5595	ncbigene:5530	1
ncbigene:5595	ncbigene:1001	1
ncbigene:5595	ncbigene:390648	1
ncbigene:5595	ncbigene:3912	1
ncbigene:5595	ncbigene:4478	1
ncbigene:5595	ncbigene:7472	1
ncbigene:5595	ncbigene:58484	1
ncbigene:5595	ncbigene:2903	-1
ncbigene:5595	ncbigene:3443	1
ncbigene:5595	ncbigene:2030	1
ncbigene:5595	ncbigene:10274	1
ncbigene:5595	ncbigene:4023	-1
ncbigene:5595	ncbigene:5332	1
ncbigene:5595	ncbigene:23435	1
ncbigene:5595	ncbigene:9820	1
ncbigene:5595	ncbigene:139189	1
ncbigene:5595	ncbigene:330	1
ncbigene:5595	ncbigene:100137049	1
ncbigene:5595	ncbigene:2277	1
ncbigene:5595	ncbigene:382	1
ncbigene:5595	ncbigene:6262	1
ncbigene:5595	ncbigene:5588	1
ncbigene:5595	ncbigene:51764	-1
ncbigene:5595	ncbigene:1847	1
ncbigene:5595	ncbigene:7448	1
ncbigene:5595	ncbigene:5894	1
ncbigene:5595	ncbigene:990	1
ncbigene:5595	ncbigene:7122	1
ncbigene:5595	ncbigene:4214	1
ncbigene:5595	ncbigene:2322	1
ncbigene:5595	ncbigene:677	1
ncbigene:5595	ncbigene:51422	1
ncbigene:5595	ncbigene:1235	1
ncbigene:5595	ncbigene:1786	-1
ncbigene:5595	ncbigene:3845	1
ncbigene:5595	ncbigene:57379	1
ncbigene:5595	ncbigene:3953	1
ncbigene:5595	ncbigene:9310	1
ncbigene:5595	ncbigene:5923	-1
ncbigene:5595	ncbigene:26492	1
ncbigene:5595	ncbigene:10890	1
ncbigene:5595	ncbigene:8647	1
ncbigene:5595	ncbigene:53833	1
ncbigene:5595	ncbigene:3675	1
ncbigene:5595	ncbigene:1439	1
ncbigene:5595	ncbigene:283694	1
ncbigene:5595	ncbigene:340156	-1
ncbigene:5595	ncbigene:6097	1
ncbigene:5595	ncbigene:9043	1
ncbigene:5595	ncbigene:8813	1
ncbigene:5595	ncbigene:2057	1
ncbigene:5595	ncbigene:3597	1
ncbigene:5595	ncbigene:387	1
ncbigene:5595	ncbigene:5903	-1
ncbigene:5595	ncbigene:3064	1
ncbigene:5595	ncbigene:5879	1
ncbigene:5595	ncbigene:4233	1
ncbigene:5595	ncbigene:441608	1
ncbigene:5595	ncbigene:5335	-1
ncbigene:5595	ncbigene:2717	1
ncbigene:5595	ncbigene:254531	1
ncbigene:5595	ncbigene:3601	1
ncbigene:5595	ncbigene:9217	1
ncbigene:5595	ncbigene:5599	1
ncbigene:5595	ncbigene:1385	1
ncbigene:5595	ncbigene:5159	1
ncbigene:5595	ncbigene:1969	1
ncbigene:5595	ncbigene:4893	1
ncbigene:5595	ncbigene:4792	1
ncbigene:5595	ncbigene:79833	1
ncbigene:5595	ncbigene:3818	1
ncbigene:5595	ncbigene:55339	1
ncbigene:5595	ncbigene:26098	-1
ncbigene:5595	ncbigene:2066	1
ncbigene:5595	ncbigene:50615	1
ncbigene:2774	ncbigene:1728	1
ncbigene:2774	ncbigene:1142	-1
ncbigene:2774	ncbigene:5742	1
ncbigene:2774	ncbigene:5168	1
ncbigene:2774	ncbigene:3685	1
ncbigene:2774	ncbigene:8701	1
ncbigene:2774	ncbigene:3459	1
ncbigene:2774	ncbigene:5290	1
ncbigene:7225	ncbigene:5350	1
ncbigene:7225	ncbigene:3355	1
ncbigene:7225	ncbigene:3265	1
ncbigene:7225	ncbigene:5159	1
ncbigene:7225	ncbigene:926	1
ncbigene:5350	ncbigene:641	1
ncbigene:5350	ncbigene:5156	-1
ncbigene:5350	ncbigene:834	1
ncbigene:3355	ncbigene:1956	1
ncbigene:3355	ncbigene:1979	1
ncbigene:3355	ncbigene:64223	1
ncbigene:3355	ncbigene:7428	-1
ncbigene:3355	ncbigene:3297	-1
ncbigene:3355	ncbigene:1432	1
ncbigene:3355	ncbigene:1636	1
ncbigene:3355	ncbigene:4780	-1
ncbigene:3355	ncbigene:7350	1
ncbigene:3355	ncbigene:22808	-1
ncbigene:3355	ncbigene:10873	1
ncbigene:3355	ncbigene:2790	1
ncbigene:3355	ncbigene:390181	1
ncbigene:3355	ncbigene:6714	1
ncbigene:3355	ncbigene:2308	1
ncbigene:3355	ncbigene:2774	1
ncbigene:3355	ncbigene:3728	1
ncbigene:3355	ncbigene:1026	1
ncbigene:3355	ncbigene:1581	1
ncbigene:3355	ncbigene:8600	1
ncbigene:3355	ncbigene:1271	1
ncbigene:3265	ncbigene:8853	1
ncbigene:3265	ncbigene:10803	1
ncbigene:3265	ncbigene:9421	1
ncbigene:3265	ncbigene:6323	1
ncbigene:3265	ncbigene:2774	1
ncbigene:3265	ncbigene:115	1
ncbigene:3265	ncbigene:51764	1
ncbigene:3265	ncbigene:10095	-1
ncbigene:3265	ncbigene:8290	1
ncbigene:3265	ncbigene:3592	1
ncbigene:3265	ncbigene:5054	1
ncbigene:3265	ncbigene:5891	1
ncbigene:3265	ncbigene:53358	1
ncbigene:3265	ncbigene:6773	1
ncbigene:3265	ncbigene:2788	1
ncbigene:3265	ncbigene:390152	1
ncbigene:3265	ncbigene:81030	1
ncbigene:3265	ncbigene:5563	1
ncbigene:3265	ncbigene:406938	1
ncbigene:3265	ncbigene:53833	1
ncbigene:3265	ncbigene:2242	1
ncbigene:3265	ncbigene:4233	1
ncbigene:3265	ncbigene:3567	1
ncbigene:3265	ncbigene:8515	1
ncbigene:3265	ncbigene:221830	1
ncbigene:3265	ncbigene:5601	1
ncbigene:3265	ncbigene:6625	1
ncbigene:3265	ncbigene:5580	1
ncbigene:3265	ncbigene:7424	1
ncbigene:3265	ncbigene:3977	-1
ncbigene:3265	ncbigene:5742	1
ncbigene:3265	ncbigene:7298	1
ncbigene:3265	ncbigene:3587	1
ncbigene:3265	ncbigene:2705	1
ncbigene:3265	ncbigene:1856	-1
ncbigene:3265	ncbigene:5460	-1
ncbigene:3265	ncbigene:6347	1
ncbigene:3265	ncbigene:84955	-1
ncbigene:3265	ncbigene:3561	1
ncbigene:3265	ncbigene:113	1
ncbigene:3265	ncbigene:515	1
ncbigene:3265	ncbigene:2762	1
ncbigene:3265	ncbigene:3709	1
ncbigene:3265	ncbigene:7479	1
ncbigene:3265	ncbigene:5209	1
ncbigene:5159	ncbigene:6348	1
ncbigene:5159	ncbigene:1399	1
ncbigene:5159	ncbigene:2776	1
ncbigene:5159	ncbigene:2788	1
ncbigene:5159	ncbigene:343169	1
ncbigene:5159	ncbigene:140886	1
ncbigene:5159	ncbigene:4609	1
ncbigene:5159	ncbigene:5837	1
ncbigene:5159	ncbigene:779	1
ncbigene:5159	ncbigene:1436	1
ncbigene:5159	ncbigene:7428	1
ncbigene:5159	ncbigene:2048	1
ncbigene:5159	ncbigene:3452	1
ncbigene:5159	ncbigene:5881	1
ncbigene:5159	ncbigene:3560	1
ncbigene:5159	ncbigene:128239	1
ncbigene:5159	ncbigene:23365	1
ncbigene:5159	ncbigene:4915	1
ncbigene:5159	ncbigene:4696	1
ncbigene:5159	ncbigene:5887	1
ncbigene:5159	ncbigene:2782	1
ncbigene:5159	ncbigene:140	1
ncbigene:5159	ncbigene:79930	1
ncbigene:5159	ncbigene:6095	-1
ncbigene:5159	ncbigene:8844	1
ncbigene:5159	ncbigene:1906	-1
ncbigene:5159	ncbigene:5156	-1
ncbigene:5159	ncbigene:3052	1
ncbigene:5159	ncbigene:5777	1
ncbigene:5159	ncbigene:3845	1
ncbigene:5159	ncbigene:79724	1
ncbigene:5159	ncbigene:3360	1
ncbigene:5159	ncbigene:7482	1
ncbigene:5159	ncbigene:5465	1
ncbigene:5159	ncbigene:2774	1
ncbigene:5159	ncbigene:2475	1
ncbigene:5159	ncbigene:1294	1
ncbigene:926	ncbigene:4145	-1
ncbigene:926	ncbigene:3691	1
ncbigene:2767	ncbigene:2782	1
ncbigene:2767	ncbigene:7324	1
ncbigene:2767	ncbigene:1499	1
ncbigene:2767	ncbigene:1438	-1
ncbigene:2767	ncbigene:10971	1
ncbigene:2767	ncbigene:11065	1
ncbigene:2767	ncbigene:54106	1
ncbigene:2767	ncbigene:2788	1
ncbigene:2767	ncbigene:219447	1
ncbigene:2767	ncbigene:3725	1
ncbigene:2767	ncbigene:59283	1
ncbigene:2767	ncbigene:34	1
ncbigene:2767	ncbigene:5293	1
ncbigene:2767	ncbigene:2078	1
ncbigene:2767	ncbigene:8795	1
ncbigene:2767	ncbigene:6622	1
ncbigene:2767	ncbigene:23020	1
ncbigene:2767	ncbigene:2264	-1
ncbigene:2767	ncbigene:390148	1
ncbigene:2767	ncbigene:6714	1
ncbigene:2767	ncbigene:284076	1
ncbigene:2767	ncbigene:8028	-1
ncbigene:2767	ncbigene:1232	1
ncbigene:2767	ncbigene:4683	1
ncbigene:2767	ncbigene:9630	1
ncbigene:2782	ncbigene:7534	-1
ncbigene:2782	ncbigene:2931	1
ncbigene:2782	ncbigene:5293	1
ncbigene:2782	ncbigene:340665	1
ncbigene:2782	ncbigene:27036	1
ncbigene:2782	ncbigene:3590	1
ncbigene:2782	ncbigene:7852	1
ncbigene:2782	ncbigene:1233	1
ncbigene:2782	ncbigene:343406	1
ncbigene:2782	ncbigene:782	1
ncbigene:2782	ncbigene:2903	1
ncbigene:2782	ncbigene:5573	1
ncbigene:2782	ncbigene:8322	1
ncbigene:2782	ncbigene:5294	-1
ncbigene:2782	ncbigene:2523	1
ncbigene:2782	ncbigene:3454	1
ncbigene:2782	ncbigene:9476	1
ncbigene:2782	ncbigene:2774	1
ncbigene:2782	ncbigene:775	1
ncbigene:2782	ncbigene:9369	1
ncbigene:2782	ncbigene:6376	-1
ncbigene:2782	ncbigene:112399	1
ncbigene:2782	ncbigene:1646	1
ncbigene:2782	ncbigene:5045	1
ncbigene:2782	ncbigene:5074	1
ncbigene:2782	ncbigene:10207	1
ncbigene:2782	ncbigene:4686	1
ncbigene:2782	ncbigene:9129	1
ncbigene:2782	ncbigene:5332	1
ncbigene:2782	ncbigene:25791	1
ncbigene:2782	ncbigene:140679	1
ncbigene:2782	ncbigene:6772	-1
ncbigene:2782	ncbigene:5571	1
ncbigene:2782	ncbigene:8503	1
ncbigene:2782	ncbigene:6515	1
ncbigene:2782	ncbigene:2316	1
ncbigene:2782	ncbigene:3164	-1
ncbigene:2782	ncbigene:3156	1
ncbigene:2782	ncbigene:1387	1
ncbigene:2782	ncbigene:8925	1
ncbigene:2782	ncbigene:1649	1
ncbigene:2782	ncbigene:55799	-1
ncbigene:2782	ncbigene:337	1
ncbigene:2782	ncbigene:10891	1
ncbigene:2782	ncbigene:7185	1
ncbigene:2782	ncbigene:4773	1
ncbigene:2782	ncbigene:5228	1
ncbigene:2782	ncbigene:3460	1
ncbigene:2782	ncbigene:5026	1
ncbigene:2782	ncbigene:54205	-1
ncbigene:2782	ncbigene:9746	1
ncbigene:2782	ncbigene:11345	1
ncbigene:2782	ncbigene:115201	-1
ncbigene:2782	ncbigene:7158	1
ncbigene:2782	ncbigene:3236	1
ncbigene:2782	ncbigene:7224	1
ncbigene:2782	ncbigene:894	1
ncbigene:2782	ncbigene:388561	1
ncbigene:2782	ncbigene:5609	-1
ncbigene:2782	ncbigene:2264	1
ncbigene:2782	ncbigene:3845	1
ncbigene:2782	ncbigene:58500	1
ncbigene:2782	ncbigene:219482	1
ncbigene:2782	ncbigene:442186	1
ncbigene:2782	ncbigene:2034	1
ncbigene:2782	ncbigene:666	-1
ncbigene:2782	ncbigene:6844	1
ncbigene:2782	ncbigene:23160	1
ncbigene:7324	ncbigene:3667	1
ncbigene:7324	ncbigene:3925	1
ncbigene:7324	ncbigene:6351	1
ncbigene:7324	ncbigene:3359	1
ncbigene:7324	ncbigene:7350	1
ncbigene:7324	ncbigene:5295	1
ncbigene:7324	ncbigene:5657	1
ncbigene:7324	ncbigene:55970	1
ncbigene:7324	ncbigene:51764	1
ncbigene:7324	ncbigene:51720	1
ncbigene:7324	ncbigene:5590	1
ncbigene:7324	ncbigene:284370	1
ncbigene:7324	ncbigene:3443	1
ncbigene:7324	ncbigene:140612	1
ncbigene:7324	ncbigene:391196	1
ncbigene:7324	ncbigene:3577	-1
ncbigene:7324	ncbigene:4893	1
ncbigene:1499	ncbigene:55970	1
ncbigene:1499	ncbigene:2810	1
ncbigene:1499	ncbigene:6300	1
ncbigene:1499	ncbigene:729230	1
ncbigene:1499	ncbigene:116379	1
ncbigene:1499	ncbigene:163702	1
ncbigene:1499	ncbigene:7291	1
ncbigene:1499	ncbigene:916	1
ncbigene:1499	ncbigene:7153	1
ncbigene:1499	ncbigene:1814	-1
ncbigene:1499	ncbigene:283160	1
ncbigene:1499	ncbigene:5516	1
ncbigene:1499	ncbigene:3456	1
ncbigene:1499	ncbigene:10681	1
ncbigene:1499	ncbigene:1043	1
ncbigene:1499	ncbigene:10645	1
ncbigene:1499	ncbigene:2941	1
ncbigene:1499	ncbigene:5597	1
ncbigene:1499	ncbigene:2782	1
